,Message,Retweet Count,Created At,Username,Geo,Coord,Metadata
910,"[MÚSICA] @Onyric_Joy pone música a las noches estrelladas que quedan por venir.

Escucha su álbum ""Tales From The First Light"" en Bandzaai 🎧 https://t.co/12vxo9fxSi

#rock #Musica https://t.co/efvGHWH2xr",0,2019-09-03 08:36:24,Bandzaai,,,"{'iso_language_code': 'es', 'result_type': 'recent'}"
911,"Hace justo 35 años salía a la venta uno de los discos más influyentes en la Historia del #heavy, Powerslave de @IronMaiden.
@lagrantravesia siempre con el mejor #rock. 
#radiofreerock🤘 #ivoox #podcast #80s #music https://t.co/NYa8I7TqA5",1,2019-09-03 08:20:57,lagrantravesiaradio,,,"{'iso_language_code': 'es', 'result_type': 'recent'}"
912,Otra semana en @solyrabiaradio el pasado domingo y tuve el placer de pinchar a @korriente_ y su #MiAbuelo! el próximo Domingo te espero en #DalePunkiDale repasando al panorama estatal e internacional de #melilla #punk #rock #ska #metal https://t.co/GJTsTtOk2Q,2,2019-09-03 08:00:58,Dale Punki Dale,,,"{'iso_language_code': 'es', 'result_type': 'recent'}"
913,"‼️ Nuevo disco de Lana del Rey: Norman Fucking Rockwell, ya disponible‼️

☞ Descarga GRATIS en iOS &amp; Android:
https://t.co/8gjpS7nvbY
#musica #TTM #TETEM #musically #musicas #music #pop #rock #radio #spotify #applemusic #playlist #lanadelrey #lana https://t.co/3Fpm2VdH2v",0,2019-09-03 07:51:43,TTM Spain,,,"{'iso_language_code': 'es', 'result_type': 'recent'}"
914,"Dorico en estado puro...
#ChristianDorico #music #musica #songwriter #zahori #barcelona #cataluña #spain #colombia #pop #rock #poprock #acoustic #guitar #martinguitars #miamibeach
#livemusic #musiclover #vivalamusica #singing #vocalist #guitarist #world #mexico #singersongwriter https://t.co/URJXkQB0Eu",4,2019-09-03 07:45:47,Christian Dorico,,,"{'iso_language_code': 'es', 'result_type': 'recent'}"
915,"Un honor tener en Mautorland a la gran @CMolinaPhoto. No os perdáis su sección Creative Live by CM #rock #metal 
https://t.co/H8BXK0axY8",2,2019-09-03 07:44:51,Antonio Mautor,,,"{'iso_language_code': 'es', 'result_type': 'recent'}"
916,"Tenemos el honor y el placer de inaugurar la sección Creative Live by CM de la gran fotógrafa Carmen Molina, en ella veréis sus maravillosas fotos y la historia que hay detrás de ellas. #rock #metal #fotografía @CMolinaPhoto 
https://t.co/9Vr0lduLx7",15,2019-09-03 07:43:58,Mautorland,,,"{'iso_language_code': 'es', 'result_type': 'recent'}"
917,"Ya de vuelta de las vacaciones??? 
Entonces no tienes excusa para escuchar los #podcast de #Elalmadejudith en radio @CMM_es con lo mejor del #Rock para cargar las pilas y sentirte a full!!!
Elige el tuyo !!!!
👇🏻👇🏻👇🏻
https://t.co/L4f8dUE2EF",9,2019-09-03 07:36:05,Judith Mateo,,,"{'iso_language_code': 'es', 'result_type': 'recent'}"
918,Para que vayáis abriendo boca... 🤘😎 @tritonopodcast #Rock #Metal #Slipknot #Tool @ripolletrock @SonsPodcasts https://t.co/nTL4p6QMYB,2,2019-09-03 07:34:46,Vanessa,,,"{'iso_language_code': 'es', 'result_type': 'recent'}"
919,"Alfredo Galán en festivaldepenas . Fotografía de @mery_gdeleon 

#rock #festival #BrandNewBrain  #FestiValdepeñas2019
#photooftheday #grunge #alternativo
#alternativerock #alternative
#metal #concierto #concert #live https://t.co/RRGu1u3zNg",0,2019-09-03 07:20:25,Brand New Brain,,,"{'iso_language_code': 'es', 'result_type': 'recent'}"
920,"Preparando el diseño para el disco en formato Digipack de la mano de @FlyDesignJC 

Entramos en la recta final!

#Spotify #rock #nuevodisco https://t.co/FnY6RDUcGO",3,2019-09-03 07:20:01,Maldeperro,,,"{'iso_language_code': 'es', 'result_type': 'recent'}"
921,"Amann &amp; The Wayward Sons presenta nuevo álbum titulado ""Drive Home""
https://t.co/NYdUhfHLAm
@amannws @amannWS #marketing #comunicación #prensa #rock #MUSICA #theborderlinemusic #conciertos #giras https://t.co/kRtNhZmqo8",0,2019-09-03 07:02:29,The Borderline Music,,,"{'iso_language_code': 'es', 'result_type': 'recent'}"
922,"Un mes para el conciertazo que andamos preparando! Recuerda que ya tenemos entradas anticipadas, entradium https://t.co/IUZJJPXNB0 o Harmony Discos!
#music #metal #band #rock #folk #singer #drummer #bass #guitar #violin #whistle  #steampunk #live #tickets #harmony #entradium",5,2019-09-03 06:43:27,Níobe,,,"{'iso_language_code': 'es', 'result_type': 'recent'}"
923,Música Independiente de #Chile - Kombustión https://t.co/yR4RiiI2e0 #metal #rock,0,2019-09-03 06:19:36,IguannaRock.com,,,"{'iso_language_code': 'es', 'result_type': 'recent'}"
924,"Aquí os ofrecemos nuestra segunda maqueta gratis https://t.co/iJwHcA02cM #viñarock #rock #punk #followback September 03, 2019 at 08:00AM",0,2019-09-03 06:00:41,OVAM Rock Valencia,,,"{'iso_language_code': 'es', 'result_type': 'recent'}"
925,⚡Derby Motoreta’s Burrito Cachimba en @MayorgaRockFest 2019⚡ Entrada anticipada a 20€ 👉 https://t.co/STCtMOhiDt #festival #concierto #rock #Plasencia #Extremadura #MayorgaRockFest2019 https://t.co/RrZ08XVrFG,0,2019-09-03 06:00:31,Mayorga RockFest,,,"{'iso_language_code': 'es', 'result_type': 'recent'}"
926,"Que mejor forma de empezar el día que con nuestra taza más rockera? https://t.co/FJmBcyOUzc

#queen #FreddieMercury #rock #music #jumping https://t.co/otavNQZIES",0,2019-09-03 05:40:05,Jumping,,,"{'iso_language_code': 'es', 'result_type': 'recent'}"
927,"Recuerdos de juventud... 🎧🎧🎧🎧🎧🎧🎧
https://t.co/miQIEdgyjS
#BuenosDías #FelizDía #BuenosDiasMundo #BuenosDiasATodos #FelizMartesATodos #FelizMartes #Martes #FelizSemana #Música #Rock #MeatLoaf",0,2019-09-03 05:34:57,"Jaime. Siento, luego escribo",,,"{'iso_language_code': 'es', 'result_type': 'recent'}"
928,Buenos días!! Arrrrranca este martes con Sunfaia 😆🤘🤘 #rock #nuevamusica #rockestatal  https://t.co/qFhxNFgRj3,1,2019-09-03 05:27:20,SuNFAiA,,,"{'iso_language_code': 'es', 'result_type': 'recent'}"
929,".#UnDiaComoHoy de 1995 - You Are Not Alone de @MichaelJackson, es su decimosegundo #1 en listas pop de EE. UU. Primera canción que entra directo al #1.
#Rock pop - Fuente : @ManoloBellon 

 https://t.co/AH7v0S23My",1,2019-09-03 05:16:47,Rock y Mas RT,,,"{'iso_language_code': 'es', 'result_type': 'recent'}"
930,"Tiempo de Rock Mierdas 
Nos Vemos Este Mes
Let's Go!

#TripaGorda #RockAndRoll #Valdivia #Telecaster #Fender #RutaTG #TG #marshall #santoangelo #vaquero #woody #rock #bassplayer https://t.co/piyUEPd54m",0,2019-09-03 05:14:55,Fernández,,,"{'iso_language_code': 'es', 'result_type': 'recent'}"
931,Nuevo video! Apóyennos y difundan el nuevo #rock centroamericano! https://t.co/EBWuSL56v2,6,2019-09-03 05:06:49,Vic Vudu,,,"{'iso_language_code': 'es', 'result_type': 'recent'}"
932,"#my2storysong ❤️

Las curvas que marca tu sonrisa 😀

""The Curse Of Curves"" 💋 @thecutetweet

#classics #cute #guitar #drums #love #rock #power #curves https://t.co/KPsKG00niJ",0,2019-09-03 05:02:30,mystorysong,,,"{'iso_language_code': 'es', 'result_type': 'recent'}"
933,"Taylor Hawkins hablo a RockSound. sobre el nuevo disco de #FooFighters: ""Nuestro intrépido líder, #DaveGrohl, tiene muchos demos que comenzaremos a grabar pronto. Creo que para el año que viene, ya deberíamos tener listo el nuevo álbum"".
Fuente : @Rocktuber 
#Rock https://t.co/m5TZSEBTtu",2,2019-09-03 04:46:34,Rock y Mas RT,,,"{'iso_language_code': 'es', 'result_type': 'recent'}"
934,"#Rock #SoftRock #PowerBallad #GlamMetal #MelodicRock #Goodass #DeathAnthems #BretMichaels #CCDeville #RikkiRockett #BobbyDall #Poison

Poison - Life Goes On (Official Video) https://t.co/GG0HesTUus vía @YouTube",0,2019-09-03 04:43:40,Irving Alabat Fernández,,,"{'iso_language_code': 'es', 'result_type': 'recent'}"
935,Acabamos de estrenar el video oficial de “Escaparme”!! ¿qué les parece? 🤟🏻#ElSalvador #musicaSV #latino #rock https://t.co/ZgCifb4UAB,8,2019-09-03 04:30:27,Fox The Kid,,,"{'iso_language_code': 'es', 'result_type': 'recent'}"
936,#síguemeytesigo #rock Escucha nuestro nuevo video revelacion y suscribete a nuestro canal   https://t.co/Q5MAjbRPaE,3,2019-09-03 04:17:42,EON rock,,,"{'iso_language_code': 'es', 'result_type': 'recent'}"
937,"#Rock #ProgressiveRock #ArtRock #AlternativeRock Avant-garde / #PostRock #Experimental #Versatility #ModernRock #DeathAnthems #Badass #MaynardJamesKeenan #Tool

TOOL - Pneuma (Audio) https://t.co/B1UpDgLqDO vía @YouTube",0,2019-09-03 04:16:53,Irving Alabat Fernández,,,"{'iso_language_code': 'es', 'result_type': 'recent'}"
938,"Ensayando junto a los niños de Kaitem preparando un tremendo cover para tocar este próximo jueves en #jaggerschile 
.
.
.
.
#rockband #Rock #rockchileno #rockguitars #rockmusicians #music #musicaenvivo #musiclive… https://t.co/7mP40zz3LO",0,2019-09-03 04:13:06,Eduardo Cabello,"{'type': 'Point', 'coordinates': [-33.0249, -71.5486]}","{'type': 'Point', 'coordinates': [-71.5486, -33.0249]}","{'iso_language_code': 'es', 'result_type': 'recent'}"
939,"Adivinen! .
El Tiempo me dará la Razón y ya coloque mi Alarma 📳✔️
.
.
.
.
.
.
.
. .📸 @danigol70
.
.
.
.
.
.
.

#musicasfavoritas #iansucre #dj #panama507 #radio #dj #pty  #EDM #pop #rock #edmworld #edmfamily #rave… https://t.co/hpGw7qOflJ",0,2019-09-03 04:07:35,IanSucre Dj/Producer,,,"{'iso_language_code': 'es', 'result_type': 'recent'}"
940,"vamos a dormir, no???💥🌙🌘
Mi bella Nefer... la más chula.. salud!!

#tvshow #rock #catsofinstagram #gatos #pets #gatitos #egypt #bastet #lovecats #sleep #dreams #ruthmilca #conductorarock #comunicologa #conductora #mexicana https://t.co/b1dHyk65xJ",3,2019-09-03 04:06:58,RUTH MILCA R. JOYNER,,,"{'iso_language_code': 'es', 'result_type': 'recent'}"
941,"#Rock #Metal #Blackened #TechnicalDeathMetal / #TechnicalBlackMetal #DeathMetal #Symphonic / #MelodicBlack #BlackMetal #HeavyMetal #ExtremeMetal #Badass #DeathAnthems #SINGULARITY

SINGULARITY - Ritual of Regret [Official Lyric Video 2019] https://t.co/g3V1wL7dvT vía @YouTube",0,2019-09-03 03:50:08,Irving Alabat Fernández,,,"{'iso_language_code': 'es', 'result_type': 'recent'}"
942,"#VIDEO #HiRock 

Top 10 Brian Jones
¿Cuál estará en el número 1?

Para ver el video completo entra en el siguiente enlace 

#DaleClick 👇🏽👇🏽👇🏽

https://t.co/9MoPZRuVo3

#rock #music #RollingStones #40Horas #LunesDeCovers #ARMY #2Sept #therollingstones #BTSV #BTS #YouTube #Musica https://t.co/UEjN2oqIYb",4,2019-09-03 03:30:35,Hi Rock! (Historia del rock),,,"{'iso_language_code': 'es', 'result_type': 'recent'}"
943,"#Rock / #Metal #ProgressiveMetal #ProgressiveRock / #ProgressiveFusion #Instrumental #Fusion / #Crossover #MelodicMetal / #MelodicRock #ModernRock / #ModernMetal #DeathAnthems #Badass #ArchEcho

Arch Echo - Color Wheel (Official Video) https://t.co/7Z82jeXM4x vía @YouTube",0,2019-09-03 03:28:54,Irving Alabat Fernández,,,"{'iso_language_code': 'es', 'result_type': 'recent'}"
944,"#Rock / #Metal #ProgressiveMetal / #ProgRock #PostMetal / #PostRock #Alternative / #Experimental #Instrumental #Ambient / #Melodic #ModernRock / #ModernMetal #DeathAnthems #Badass #Widek

Widek - Comet (feat. Sithu Aye) https://t.co/jpPkLg9kIh vía @YouTube",0,2019-09-03 03:25:10,Irving Alabat Fernández,,,"{'iso_language_code': 'es', 'result_type': 'recent'}"
945,"Puntos de venta actualizados... Adquiere tu ticket ya!!!
.
.
.
#rock #music #art #cali #calico #calicolombia #caliescali #caliescalilodemasesloma #caleño #caleña #caleños #caleñas #vikings #viking #heathen #pagan… https://t.co/o1dl23oNQE",0,2019-09-03 03:23:05,CygnusOfficial,,,"{'iso_language_code': 'es', 'result_type': 'recent'}"
946,"#rock #ladys  #drugs  #☠️ #👽  #👹
.
.
Conejo es mi segundo y primer nombre
.
.
#pero #un #dia #se #marcho

 #034motorsport #donutselfie  #modelshoot en Woodstock, Maryland https://t.co/TpgJeOFGxm",0,2019-09-03 03:11:01,P U S - S I,"{'type': 'Point', 'coordinates': [39.3286, -76.8722]}","{'type': 'Point', 'coordinates': [-76.8722, 39.3286]}","{'iso_language_code': 'es', 'result_type': 'recent'}"
947,"Marian 🤘🏻
.
.
.
.
.
.
.
.
#punk #poppunk #eskinner #punkrock #poppunksnotdead #skatepunk #hcpunk #streetpunk #powerofviolence #postpunk #rock #under #musica #live #music #intentar en Mar del Plata, Argentina https://t.co/aBDpd34NhH",0,2019-09-03 03:07:58,Eskinner,,,"{'iso_language_code': 'es', 'result_type': 'recent'}"
948,Llega #Septiembre el noveno mes del año y el #rock nos acompaña 🎶🤟 reserva en tu calendario tu día favorito para las bandas en vivo y tributos #LeyendasDelRockVideoBar 🎸 #September #classic #gdl #holaseptiembre 🎶🎶 3336161160 📞☎️ https://t.co/JEiGwvqIbK,0,2019-09-03 03:05:59,Leyendas del Rock Video Bar,,,"{'iso_language_code': 'es', 'result_type': 'recent'}"
949,"En el Episodio 6 @BuenoGordoFeo hablan de La vida en pareja, La boda del gordo, costumbres extrañas y homenaje a Stan Lee
https://t.co/YHMYjmflFm
#StanLee #podcast #podcastin #rock #musica #chile #venezuela #venezolanosenchile #webshow",0,2019-09-03 03:03:30,Banda Boicot,,,"{'iso_language_code': 'es', 'result_type': 'recent'}"
950,"Solo han pasado 28 años
#Musica #rock #Lavejez https://t.co/OncNeh5EOR",0,2019-09-03 02:50:35,Entelequico.,,,"{'iso_language_code': 'es', 'result_type': 'recent'}"
951,Siempre es muy copado entrevistarlo al #Mono de lamotorockcallejero ! En su visita nos dejó dos entradas para sortear!! (Va en prox post) te lo vas a perder? #29años #LaMoto #Rock #SocialClub próximo sábado 😉 https://t.co/kNboqiMdt6,0,2019-09-03 02:47:52,Delfina Buenanueva,,,"{'iso_language_code': 'es', 'result_type': 'recent'}"
952,#LiveStreamMusic Seanald  https://t.co/EJO1X34Ih9 #Folk #Rock,0,2019-09-03 02:45:33,StreetJelly,"{'type': 'Point', 'coordinates': [36.161907, -86.775194]}","{'type': 'Point', 'coordinates': [-86.775194, 36.161907]}","{'iso_language_code': 'es', 'result_type': 'recent'}"
953,"EN ESA 🤙🏻
.
.
.
Fotón por La Reina @nuriatomasevich 👑 en la fecha del Sábado en elbarriocultural 🔥
.
.
.
#Drums #Drummer #Live #Show #Gig #Solidrums #Soultone #LosCabos #Adidas #Rock #MásQueUno #Argentina en El… https://t.co/ZmbSpcw2Wa",0,2019-09-03 02:25:23,Bruno Valente,,,"{'iso_language_code': 'es', 'result_type': 'recent'}"
954,"Ensayando el Tributo a Saxon este sábado 7 de septiembre en @18_hangar

#rock #rocknroll #rocker #rockera #rocknrollbabe #rockon #singer #music #musiclover #musica #sexy #curvygirl #curves #curvyharmony #bellezaxl… https://t.co/hYFcm0bbSX",1,2019-09-03 02:19:34,Baty Diaz,,,"{'iso_language_code': 'es', 'result_type': 'recent'}"
955,"Cual es su #cancion (máximo 2) de #rock en español favorita por siempre? Yo empiezo:

-La célula que explota 
-No dejes que",0,2019-09-03 02:18:38,Dario Montero,,,"{'iso_language_code': 'es', 'result_type': 'recent'}"
956,"¿Ya viste que bonitas se ven nuestras púas? 
¡Pues también son poderosas!

Únete a nuestra gran #FamiliaJimmyWess y compruébalo. 
🤘🔥🎶

#JimmyWess #Rock #Metal #Música #Púas https://t.co/PIIJuoTeHK",0,2019-09-03 02:16:00,JimmyWess,,,"{'iso_language_code': 'es', 'result_type': 'recent'}"
957,Gracias 🙏 por hacer realidad este evento cada año booking Management brokers#managers #brokers #promotores #shows #artistas #cantantes #comediantes #rock https://t.co/yqqiOcVjAT,0,2019-09-03 02:12:04,Barbara PROARTTE BMB,,,"{'iso_language_code': 'es', 'result_type': 'recent'}"
958,"Banda y público feliz  luego de una descarga de energía, flawa y groove  !!! Nos veremos pronto people 🔥🔥🔥 @donpalabramusic @estudiodeactores 
#Cali #music #Colombia #rock #Hiphop #amuse https://t.co/8m785co8rR",0,2019-09-03 02:11:34,Profeta MC,,,"{'iso_language_code': 'es', 'result_type': 'recent'}"
959,"Un clásico...🤟
#ananoduerme #luisalbertospinetta #rock #musica #clasico #guitar #bass #drums #voz #ensayo en L.A.S Sala/Bar https://t.co/RoiMbXfXpm",0,2019-09-03 02:10:49,Diego Garcia,,,"{'iso_language_code': 'es', 'result_type': 'recent'}"
960,"Banda y público feliz  después de una descarga de energía, flawa y groove  !!! Nos veremos pronto people 🔥🔥🔥 @donpalabramusic @EstudiodActores 
#Cali #music #Colombia #rock #Hiphop #amuse https://t.co/a0PzT2TWom",0,2019-09-03 02:06:54,Profeta MC,,,"{'iso_language_code': 'es', 'result_type': 'recent'}"
961,"Este jueves desde #Buenos Aires nos visita en su gira latinoamericana el gran Naza Gomez para ofrecernos una noche de blues, rock y soul.

#Cuenca #Música #Blues #Rock #Soul https://t.co/jp66bkkZtI",0,2019-09-03 02:05:51,República Sur,,,"{'iso_language_code': 'es', 'result_type': 'recent'}"
962,"Un clásico...
#ananoduerme #luisalbertospinetta #rock #musica #clasico #guitar #bass #drums #voz #ensayo en L.A.S Sala/Bar https://t.co/t7pUfLquZl",0,2019-09-03 01:58:22,Diego Garcia,,,"{'iso_language_code': 'es', 'result_type': 'recent'}"
963,“ESCENA ROCK”: Es un programa dedicado a este género en sus diferentes tendencias: #Rock #Metal #Fusion #Blues #Jazz #Punk y sus vertientes,0,2019-09-03 01:57:19,EscenaRock,,,"{'iso_language_code': 'es', 'result_type': 'recent'}"
964,"Un clásico...
#ananoduerme #luisalbertospinetta #rock #clasico #musica #ensayo #guitar #bass #drums #voz en L.A.S Sala/Bar https://t.co/VVBccXE7Ch",0,2019-09-03 01:51:29,Diego Garcia,,,"{'iso_language_code': 'es', 'result_type': 'recent'}"
965,"Este sábado con @rocksatiro nos rompemos ese festivalria junto a increíbles artistxs de todo tipo y formas
Venite a las 20hs a @otrahistoria y después me contás Guachex
.
.
.
.
.
.
.
.
.
#cantante #satiro #rock… https://t.co/AQPMsQzI94",1,2019-09-03 01:49:15,Diego Satiro,,,"{'iso_language_code': 'es', 'result_type': 'recent'}"
966,"La Cultura Chupisti-k pide......
#ROCK #ACDC #Chile #Bolivia #Perú #Colombia #Ecuador #Argentina #México #Viernes #findesemana #BombaDrink
#cerveza #beer 🍻🍻🍺🍻🍺
#fiesta #carrete #party 🍷
#CulturaChupistica
Descarga… https://t.co/oPnEymn1jb",1,2019-09-03 01:45:39,Cultura Chupisti-k,,,"{'iso_language_code': 'es', 'result_type': 'recent'}"
967,"Atentos al anuncio del Line Up del #KnotFest Meets #Forcefest este 3 de Septiembre.
@KNOTFEST @forcefestival #Lineup #metal #rock 

-Boletos a la venta en el Sistema StubHub en https://t.co/OGLe8d4Gw4 https://t.co/ETVpExqKZt",1,2019-09-03 01:40:29,Fotorock21,,,"{'iso_language_code': 'es', 'result_type': 'recent'}"
968,#NowRocking Fuel - Metallica  #Rock #Alt #Metal  https://t.co/Lj7C49I9bk #RockON,0,2019-09-03 01:38:25,Sign Of The Horns,,,"{'iso_language_code': 'es', 'result_type': 'recent'}"
969,Componer mientras hago reposo #MusicaArt #Rock #SomosDos,0,2019-09-03 01:34:19,Sole!!!,,,"{'iso_language_code': 'es', 'result_type': 'recent'}"
970,"Éste sábado!!! No te lo podes perder!!!
.
.
.
#Rock #Suipacha #Amigos #Guitarra #Bajo #Bateria https://t.co/mJa8pvEovQ",0,2019-09-03 01:33:54,Sergio Scarlassa,,,"{'iso_language_code': 'es', 'result_type': 'recent'}"
971,"🎧 Estoy escuchando
👨🏻‍🎤 EZEQUIEL BORRA
💿 ""Tremendo el sol""
🗓️ 16/8
⭐⭐⭐½
.
🌎 https://t.co/STdKuMZ4SE. 🇦🇷
5️⃣ Álbum como solista
🎛️ Los Años Luz Discos
🎶 #folck #rock #canción
⌚ 9 tracks / 38 minutos
🔥 ""Tremendo el sol"" ""Canciones""
.
▶️… https://t.co/nKDTQOYisp",0,2019-09-03 01:31:40,Comunidad de Bandas,,,"{'iso_language_code': 'es', 'result_type': 'recent'}"
972,"Gracias por está gran foto l,,l
FOLLOW US!🤘🇨🇴🇨🇴🇨🇴 #Blackmetal #blackdeath #black #metalhead #metal #metalcolombia #Metalcolombiano #Andinos #andina #rock #metalcore #progressive #djent #metalprogressive #bass… https://t.co/TnmtzlHw2w",1,2019-09-03 01:29:23,Serpentarius Band,,,"{'iso_language_code': 'es', 'result_type': 'recent'}"
973,"Una fina selección que incluye vertebrados e invertebrados. Animales de aire, mar, y tierra. Todos en tiempo de #rock y en #español #RockEnEspañol 👀 https://t.co/W0pqjLWDpP",0,2019-09-03 01:22:41,José María (Chema) Torrijos Legazpi,,,"{'iso_language_code': 'es', 'result_type': 'recent'}"
974,"🌐Escucha lo mejor del Rock y el Pop, Chatea, liga y conoce personas cerca de ti o en tu ciudad♨️relacionate con ellos y comparte lo mejor de esta musica🎶👇👏😃🎶
DESCARGA LA APP🤳
DISPONIBLE EN GOOGLE PLAY📲👇
https://t.co/T2YJK0mkjL
#chat #musica #rock #pop https://t.co/g2UFUPvNWk",0,2019-09-03 01:15:58,Carlos Empire,,,"{'iso_language_code': 'es', 'result_type': 'recent'}"
975,Este próximo sábado en #soma la #musica de @paramore #guatemala #bares #nightlife #rock #indie #indierock #party #livemusic #dj #dance #beer #cerveza #craftbeer #centrohistorico #rockandroll #pub #industrial… https://t.co/TTFw1iAy7X,1,2019-09-03 01:15:05,Soma Zona 1,"{'type': 'Point', 'coordinates': [14.63854005, -90.51565618]}","{'type': 'Point', 'coordinates': [-90.51565618, 14.63854005]}","{'iso_language_code': 'es', 'result_type': 'recent'}"
976,Breve recorrido por la discografía de Oasis @oasis themightyi liamgallagher pueblo.rock.ok #oasis #liamgallagher #noelgallagher #rock #rockinternacional #britpop #rockbritanico #definitelymaybe #morningglory… https://t.co/ny9BbaCtro,0,2019-09-03 01:14:17,Cruel Rock,,,"{'iso_language_code': 'es', 'result_type': 'recent'}"
977,"Algo del concierto con @breathesounds y lentropia_ en @cinetonalabog

#mandamusiclab #rock #rockandroll #rockcolombia #rockcolombiano #rockbogotano #bogotarock #musicacolombiana #musicacolombia #rockstar #audio… https://t.co/aakoQIW8uz",0,2019-09-03 01:05:27,M&A music LAB,,,"{'iso_language_code': 'es', 'result_type': 'recent'}"
978,"Richard Coleman en Niceto 20190831
Cobertura para @fueradefocook 
#elrockhamuertootravez #musicphotography #rock #live #niceto #richardcoleman https://t.co/3wNFO2Rils",1,2019-09-03 01:03:49,Myriam González,,,"{'iso_language_code': 'es', 'result_type': 'recent'}"
979,"Andrea Alvarez en Niceto 20190831
Cobertura para @FueraDeFocoOK
#elrockhamuertootravez #musicphotography #rock #live #niceto #andreaalvarez https://t.co/qMZHT6SutK",0,2019-09-03 01:01:40,Myriam González,,,"{'iso_language_code': 'es', 'result_type': 'recent'}"
980,"Aprendé a #grabar y #mezclar con Estudios Panda Curso on line (Donde graban grandes #bandas nacionales e internacionales) 🎶🎶🎶🎶
+ INFO https://t.co/TCcu0iGCkD

#musica #music #grabacion #estudiodegrabacion #rock #pop #metal #hits #dance #estudio https://t.co/zFdQByk94A",0,2019-09-03 01:00:36,Aldea Educativa,,,"{'iso_language_code': 'es', 'result_type': 'recent'}"
981,"¡Se viene nuestro primer show después de la larga espera! 
Estamos súper emocionados de cantar juntos las canciones recién lanzadas... 🎶🤟🏻

#bandas #show #vivo #taberna #rock #canciones #musica #cultura #mendoza #argentina #band #live #vida https://t.co/L6Sc8coKdo",9,2019-09-03 00:53:53,Una Octava Abajo,,,"{'iso_language_code': 'es', 'result_type': 'recent'}"
982,@anarianita como #janisjoplin proyecto #divasdelrock #rock #divas #photography #leginik #bnw #bnwphotography #woman #portrait #retrato #ilovephotography #makeup lilithrey https://t.co/MYxRy9eKRj,0,2019-09-03 00:43:44,leginik,,,"{'iso_language_code': 'es', 'result_type': 'recent'}"
983,Mañana regresan a los martes acústicos WONDERBLUE ! Os esperamos ! A las 22h ! #rock #pop #madrid #martes #tuesday #livemusic #conciertos #musicaendirecto #acustico #barriodelasletras #blackbirdrockbar #music #septiembre #musica https://t.co/HlzDjsBWWE,1,2019-09-03 00:43:17,Blackbird Rock Bar,,,"{'iso_language_code': 'es', 'result_type': 'recent'}"
984,Chordia - Music Keynote Template https://t.co/v2hzBRqRyE #music #course #genre #band #guitar #piano #drum #bass #solo #singer #dj #proposal #presentation #rock #pop #kpop #keynote,0,2019-09-03 00:42:12,giantdesign Shop,,,"{'iso_language_code': 'es', 'result_type': 'recent'}"
985,"💥Linda música para regalar!
Comentá y llevate un par de entradas 🎫 + 1 Disco de @raskoskihotclub en @bebopclub 🎶

1925liveok
medioshabiles
.
.
.
#DifusionParlante #radioshow #Radio #show #bandas #acusticos #rock… https://t.co/mvrQR2DGdx",0,2019-09-03 00:41:34,Difusión Parlante,"{'type': 'Point', 'coordinates': [-34.61131217, -58.37143421]}","{'type': 'Point', 'coordinates': [-58.37143421, -34.61131217]}","{'iso_language_code': 'es', 'result_type': 'recent'}"
986,Este próximo viernes en #soma a bailar con Viva La New Wave @nekosonik #musica #guatemala #bares #nightlife #rock #indie #indierock #party #livemusic #dj #dance #beer #cerveza #craftbeer #centrohistorico #rockandroll… https://t.co/65a6xjF6Qa,1,2019-09-03 00:40:30,Soma Zona 1,"{'type': 'Point', 'coordinates': [14.63854005, -90.51565618]}","{'type': 'Point', 'coordinates': [-90.51565618, 14.63854005]}","{'iso_language_code': 'es', 'result_type': 'recent'}"
987,".
#🎧  antillana1
• • • • • •
🤙🏻🌻🌊 🤟🏻Juicio final... Olvido lo que soy y lo que he sido!!! Mood

@dracorosa #dracorosa #rock #thebest #love #life #lifestyle #freedom #freesoul #freespirit #freemind #strong… https://t.co/w7HpxVtqWL",0,2019-09-03 00:37:42,dracorosana,,,"{'iso_language_code': 'es', 'result_type': 'recent'}"
988,El músico y actor norteamericano Keanu Reeves está cumpliendo 55 años. #musica #music #rock #cine #movie #pelicula #peliculas #movies #actor https://t.co/NeziCPk11Z,0,2019-09-03 00:35:02,La Fraternidad,,,"{'iso_language_code': 'es', 'result_type': 'recent'}"
989,Los invitamos a seguirnos en este programa de #radio donde el protagonista es el #Rock en sus diferentes estilos y tendencias,0,2019-09-03 00:27:18,EscenaRock,,,"{'iso_language_code': 'es', 'result_type': 'recent'}"
990,Beach house studio..!!! #tech21 #tech21rk5 #fun #music #practice #module #amp #fun #rock #rockstar #musica #coast #beach #home #life #spirit #chile #playa #rockchileno en Plaza Ñuñoa https://t.co/FOljcmI8T0,0,2019-09-03 00:24:11,Rocco Ferreti Band,"{'type': 'Point', 'coordinates': [-33.45555556, -70.59361111]}","{'type': 'Point', 'coordinates': [-70.59361111, -33.45555556]}","{'iso_language_code': 'es', 'result_type': 'recent'}"
991,#BuenLunes y buen Comienzo de semana a poro #Rock 🎸🇦🇷 https://t.co/UmBwNyViEs,0,2019-09-03 00:23:23,Kevin Areco 🇦🇷,,,"{'iso_language_code': 'es', 'result_type': 'recent'}"
